[PORTS] 119.gov.cn(156.238.128.7) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] kaitec.com.cn(60.247.209.200) | 80(HTTP),443(HTTPS)
[PORTS] aimgrind.cn(112.126.92.167) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] b2b.huangye88.com(115.190.181.30) | 80(HTTP),443(HTTPS)
[PORTS] kaozhiye.com(103.10.87.242) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] b2bwiki.aipage.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] keeprun.cn(49.235.132.182) | 22(SSH),80(HTTP),443(HTTPS),8888(BT)
[PORTS] aiqicha.baidu.com(112.34.111.96) | 80(HTTP),443(HTTPS)
[PORTS] kengic.com(118.190.206.215) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] alekvs.com(172.67.164.13) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] alu.ccmn.cn(150.158.110.192) | 80(HTTP),443(HTTPS)
[PORTS] baiao.com(183.95.252.34) | 80(HTTP),443(HTTPS)
[PORTS] keyence.com.cn(57.181.21.55) | 80(HTTP),443(HTTPS)
[PORTS] baihuituliao.com(211.149.229.251) | 80(HTTP),443(HTTPS)
[PORTS] amexpressnetwork.com(203.107.60.192) | 80(HTTP)
[PORTS] khkchilun.com(47.100.162.55) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] anzerclub.com(210.16.188.131) | 21(FTP),80(HTTP),3306(MySQL),8888(BT)
[PORTS] baiinfo.com(117.122.241.232) | 80(HTTP),443(HTTPS)
[PORTS] kingmagnet.com(47.106.130.154) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] kinying.cn(106.75.172.243) | 80(HTTP),443(HTTPS)
[PORTS] aoerys.cn.china.cn(106.63.29.107) | 80(HTTP),443(HTTPS)
[PORTS] baijiahao.baidu.com(223.109.81.200) | 80(HTTP),443(HTTPS)
[PORTS] kirinmach.com(219.234.31.197) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] aokechina.cn(103.45.248.151) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] baike.baidu.com(180.76.11.185) | 80(HTTP),443(HTTPS)
[PORTS] kmcha.com(43.135.17.119) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] aotozy.com(121.196.209.238) | 80(HTTP),443(HTTPS)
[PORTS] baike.shuidi.cn(81.69.250.26) | 80(HTTP),443(HTTPS)
[PORTS] kmdctz.com(124.71.7.126) | 80(HTTP),443(HTTPS)
[PORTS] api.pacdora.cn(47.97.49.22) | 80(HTTP),443(HTTPS)
[PORTS] bank-139.com(47.96.67.76) | 80(HTTP),443(HTTPS)
[PORTS] banksteel.com(153.43.128.42) | 80(HTTP),443(HTTPS),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] app.mail.163.com(103.129.252.49) | 80(HTTP),443(HTTPS)
[PORTS] knapp.cn(222.92.248.151) | 80(HTTP),443(HTTPS)
[PORTS] baojia.steelcn.cn(39.105.172.174) | 80(HTTP)
[PORTS] kohergroup.com(211.149.230.98) | 80(HTTP),443(HTTPS),3306(MySQL),8888(BT)
[PORTS] as-cn.airtac.com(47.56.203.226) | 80(HTTP),443(HTTPS)
[PORTS] ask.csdn.net(103.41.2.16) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] kokuyo.cn(120.24.177.116) | 443(HTTPS)
[PORTS] atlascopco.com.cn(42.236.124.70) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] koto-sh.com.cn(120.26.91.124) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] autohome.com.cn(116.181.15.207) | 80(HTTP),443(HTTPS)
[PORTS] ksbz.chinamine-safety.gov.cn(58.48.55.73) | 21(FTP),22(SSH),80(HTTP),443(HTTPS),3306(MySQL),3389(RDP),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] kswzauto.com(211.149.238.91) | 21(FTP),80(HTTP),443(HTTPS),3306(MySQL)
[PORTS] kuaiyong.com(127.0.0.1) | 22(SSH),3306(MySQL),8888(BT)
[PORTS] baoxiaohe.com(120.27.209.144) | 80(HTTP),443(HTTPS)
[PORTS] kunlunlube.cnpc.com.cn(116.211.128.190) | 80(HTTP),443(HTTPS),3306(MySQL),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] bbs.12365auto.com(203.107.46.96) | 80(HTTP),443(HTTPS)
[PORTS] bd682bc7d22322eb.com(104.218.235.177) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] beidoou.com(207.148.6.209) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] b2b.11467.com(183.36.30.80) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] l3gt9.com(118.196.124.193) | 80(HTTP),443(HTTPS)
[PORTS] b2b.baidu.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] lanmicloud.com(42.193.42.132) | 22(SSH),80(HTTP),443(HTTPS),8888(BT)
[PORTS] beidouchong.com(47.107.34.144) | 80(HTTP)
[PORTS] b2b.huangye88.com(115.190.181.30) | 80(HTTP),443(HTTPS)
[PORTS] beijingxiantour.com(167.88.176.227) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] lawlh1688.com(211.149.192.115) | 21(FTP),80(HTTP)
[PORTS] b2bwiki.aipage.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] big5.www.gov.cn(156.238.128.7) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] ldbearing.com(119.3.9.154) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] bilibili.com(8.134.50.24) | 80(HTTP),443(HTTPS)
[PORTS] leadleo.com(47.100.215.29) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] baiao.com(220.181.166.14) | 80(HTTP),443(HTTPS)
[PORTS] bing.com(150.171.28.10) | 80(HTTP),443(HTTPS)
[PORTS] leespring.cn(47.116.210.242) | 22(SSH),80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] bj-zkhb.com(39.107.75.80) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] baihuituliao.com(211.149.229.251) | 80(HTTP),443(HTTPS)
[PORTS] bjlacc.com(123.56.255.227) | 22(SSH)
[PORTS] lego.com(13.249.231.112) | 80(HTTP),443(HTTPS)
[PORTS] bjyaneng.com(120.48.21.80) | 80(HTTP),443(HTTPS)
[PORTS] baiinfo.com(117.122.241.232) | 80(HTTP),443(HTTPS)
[PORTS] bk.taobao.com(155.102.180.244) | 80(HTTP),443(HTTPS)
[PORTS] leisu123.com(38.182.229.24) | 80(HTTP),443(HTTPS),3306(MySQL),6379(Redis)
[PORTS] blog.51cto.com(222.94.225.32) | 80(HTTP),443(HTTPS),6379(Redis),8080(HTTP8080),8443(HTTPS8443)
[PORTS] blog.csdn.net(117.149.203.25) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] baijiahao.baidu.com(180.101.212.131) | 80(HTTP),443(HTTPS)
[PORTS] blpumps.cn(139.224.238.75) | 21(FTP),22(SSH),80(HTTP),443(HTTPS),3306(MySQL)
[PORTS] baike.baidu.com(180.76.11.185) | 80(HTTP),443(HTTPS)
[PORTS] baike.shuidi.cn(81.69.250.26) | 80(HTTP),443(HTTPS)
[PORTS] lektec.com(218.94.121.186) | 80(HTTP),6379(Redis)
[PORTS] bohaitrust.com(118.244.236.7) | 80(HTTP),443(HTTPS)
[PORTS] bank-139.com(47.96.67.76) | 80(HTTP),443(HTTPS)
[PORTS] banksteel.com(153.43.128.35) | 80(HTTP),443(HTTPS),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] liantiao360.com(218.247.86.118) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] baojia.steelcn.cn(39.105.172.174) | 80(HTTP)
[PORTS] lianxiangzz.com(117.50.119.13) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] life.douyin.com(139.177.246.206) | 80(HTTP),443(HTTPS)
[PORTS] lift158.com(120.24.161.166) | 80(HTTP),443(HTTPS)
[PORTS] lily-bearing.com(172.66.41.21) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] baoxiaohe.com(120.27.209.144) | 80(HTTP),443(HTTPS)
[PORTS] lingshangkaihua.com(43.138.6.140) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] live.douyin.com(155.102.4.16) | 80(HTTP),443(HTTPS)
[PORTS] bbs.12365auto.com(203.107.46.96) | 80(HTTP),443(HTTPS)
[PORTS] bd682bc7d22322eb.com(103.156.25.90) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] beidoou.com(207.148.6.209) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] lmdqzz.com(60.247.207.3) | 80(HTTP),443(HTTPS)
[PORTS] beidouchong.com(47.107.34.144) | 80(HTTP)
[PORTS] beijingxiantour.com(167.88.176.227) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] lsks.org.cn(125.34.89.166) | 80(HTTP),443(HTTPS)
[PORTS] big5.www.gov.cn(156.238.128.31) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] lspipesolutions.com(211.149.240.224) | 80(HTTP),443(HTTPS),3306(MySQL)
[PORTS] bilibili.com(8.134.50.24) | 80(HTTP),443(HTTPS)
[PORTS] lsrfzy.com(103.232.167.60) | 80(HTTP)
[PORTS] bing.com(150.171.28.10) | 80(HTTP),443(HTTPS)
[PORTS] bj-zkhb.com(39.107.75.80) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] bjlacc.com(123.56.255.227) | 22(SSH)
[PORTS] bjyaneng.com(120.48.21.80) | 80(HTTP),443(HTTPS)
[PORTS] luogu.com(104.21.21.245) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] luogu.com.cn(172.67.164.231) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] bk.taobao.com(155.102.4.16) | 80(HTTP),443(HTTPS)
[PORTS] blog.51cto.com(114.230.198.92) | 80(HTTP),443(HTTPS),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] luolaigroup.com(118.89.172.189) | 443(HTTPS)
[PORTS] blog.csdn.net(220.185.184.217) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] luos.org(172.67.197.216) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] lvdingjia.com(8.134.104.139) | 80(HTTP),443(HTTPS)
[PORTS] m.17track.net(104.20.30.23) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] m.36kr.com(180.188.25.16) | 80(HTTP),443(HTTPS)
[PORTS] m.autohome.com.cn(116.153.78.163) | 80(HTTP),443(HTTPS),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] m.baike.com(27.222.17.33) | 80(HTTP),443(HTTPS),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] m.chnmuseum.cn(121.32.243.56) | 80(HTTP),443(HTTPS),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] m.wzhaoxiang.com(110.88.129.80) | 21(FTP),80(HTTP),443(HTTPS),3306(MySQL)
[PORTS] m.zwz-bearing.com(36.138.22.53) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] machiningminghe.com(47.243.47.144) | 22(SSH),80(HTTP),443(HTTPS),3306(MySQL)
[PORTS] mail.163.com(103.129.252.87) | 80(HTTP),443(HTTPS)
[PORTS] mail.lyun.edu.cn(129.226.102.73) | 80(HTTP),443(HTTPS)
[PORTS] mail.mail.163.com(103.129.252.49) | 80(HTTP),443(HTTPS)
[PORTS] makaiqian.com(121.40.242.231) | 21(FTP),22(SSH),8888(BT)
[PORTS] 119.gov.cn(156.238.128.10) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] 1566.cn(122.114.92.199) | 80(HTTP),443(HTTPS)
[PORTS] manfieldcoatings.com(203.135.129.51) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] 163.com(59.111.160.244) | 80(HTTP),443(HTTPS)
[PORTS] market.cnal.com(124.160.144.94) | 80(HTTP),443(HTTPS)
[PORTS] 164580.com(118.178.131.70) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] 1688.com(140.205.174.2) | 80(HTTP),443(HTTPS)
[PORTS] 1textile.com(127.0.0.1) | 22(SSH),3306(MySQL),8888(BT)
[PORTS] 21food.cn(115.239.209.158) | 80(HTTP),443(HTTPS)
[PORTS] mbd.baidu.com(103.235.47.212) | 80(HTTP),443(HTTPS)
[PORTS] mcecy.com(116.153.4.244) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] 2d1a542c1e340653.com(43.225.44.66) | 80(HTTP),443(HTTPS)
[PORTS] 35dianlan.com(106.75.146.168) | 80(HTTP),443(HTTPS)
[PORTS] 39.net(174.35.117.248) | 80(HTTP),443(HTTPS),3306(MySQL),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] mcmod.cn(106.75.23.169) | 80(HTTP),443(HTTPS)
[PORTS] mechtool.cn(8.217.194.91) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] 3treesgroup.com(47.112.118.118) | 80(HTTP),443(HTTPS)
[PORTS] meilvtong.com(182.254.245.35) | 80(HTTP),443(HTTPS)
[PORTS] 58pic.com(47.105.82.47) | 80(HTTP),443(HTTPS)
[PORTS] meirongshanghai.com(139.196.102.197) | 21(FTP),80(HTTP),443(HTTPS),3306(MySQL),8888(BT)
[PORTS] 699pic.com(101.132.88.235) | 80(HTTP),443(HTTPS)
[PORTS] mescroll.com(185.199.108.153) | 80(HTTP),443(HTTPS)
[PORTS] 6b3b.com(121.10.141.241) | 80(HTTP),443(HTTPS)
[PORTS] 6fm4dcpj31.com(47.76.29.138) | 22(SSH),80(HTTP)
[PORTS] 119.gov.cn(156.238.128.5) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] 1566.cn(122.114.92.199) | 80(HTTP),443(HTTPS)
[PORTS] 8fe.com(122.10.48.67) | 80(HTTP)
[PORTS] 163.com(59.111.160.244) | 80(HTTP),443(HTTPS)
[PORTS] 164580.com(118.178.131.70) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] a.nongjitong.com(139.129.112.135) | 80(HTTP),443(HTTPS)
[PORTS] acing.com(1.14.148.140) | 22(SSH),80(HTTP)
[PORTS] acinstruments.com(114.215.67.21) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] 1688.com(140.205.174.2) | 80(HTTP),443(HTTPS)
[PORTS] mg-pen.com(112.124.47.188) | 80(HTTP),443(HTTPS)
[PORTS] 1textile.com(127.0.0.1) | 22(SSH),3306(MySQL),8888(BT)
[PORTS] adanxing.com(175.25.16.140) | 80(HTTP),443(HTTPS)
[PORTS] 21food.cn(115.239.209.158) | 80(HTTP),443(HTTPS)
[PORTS] mhi.com.cn(101.52.130.136) | 80(HTTP),443(HTTPS)
[PORTS] adidas.com.cn(101.227.22.167) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] 2d1a542c1e340653.com(43.225.44.189) | 80(HTTP),443(HTTPS)
[PORTS] 35dianlan.com(106.75.146.168) | 80(HTTP),443(HTTPS)
[PORTS] ag.yueniuzq.com(59.110.190.218) | 80(HTTP),443(HTTPS)
[PORTS] 39.net(157.185.135.95) | 80(HTTP),443(HTTPS),3306(MySQL),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] mika123.com(120.46.34.42) | 80(HTTP),443(HTTPS)
[PORTS] agents.baidu.com(112.34.111.127) | 80(HTTP),443(HTTPS)
[PORTS] mimo.skypixel.com(155.102.175.142) | 80(HTTP),443(HTTPS)
[PORTS] 3treesgroup.com(47.112.118.118) | 80(HTTP),443(HTTPS)
[PORTS] mindpin.com(59.110.190.34) | 80(HTTP),443(HTTPS)
[PORTS] 58pic.com(47.105.82.47) | 80(HTTP),443(HTTPS)
[PORTS] aigei.com(139.129.112.11) | 80(HTTP),443(HTTPS)
[PORTS] aigtek.com(39.97.185.236) | 80(HTTP),443(HTTPS),8888(BT)
[PORTS] mindplus.cc(43.155.39.127) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] 699pic.com(101.132.88.233) | 80(HTTP),443(HTTPS)
[PORTS] ailete.com(39.105.215.203) | 80(HTTP),443(HTTPS)
[PORTS] mindplus.dfrobot.com(43.159.189.215) | 80(HTTP),443(HTTPS)
[PORTS] 6b3b.com(121.10.141.241) | 80(HTTP),443(HTTPS)
[PORTS] aimgrind.cn(112.126.92.167) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] mindplus.dfrobot.com.cn(118.25.168.70) | 80(HTTP),443(HTTPS)
[PORTS] 6fm4dcpj31.com(47.76.29.138) | 22(SSH),80(HTTP)
[PORTS] 8fe.com(122.10.48.67) | 80(HTTP)
[PORTS] minecraft.fandom.com(162.159.142.170) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] aiqicha.baidu.com(112.34.111.96) | 80(HTTP),443(HTTPS)
[PORTS] minecraftsearch.com(104.21.34.203) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] a.nongjitong.com(139.129.112.135) | 80(HTTP),443(HTTPS)
[PORTS] mitsubishielectric-fa.cn(220.248.21.100) | 80(HTTP),443(HTTPS)
[PORTS] acing.com(1.14.148.140) | 22(SSH),80(HTTP)
[PORTS] alekvs.com(104.21.74.225) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] miyanlife.com(39.105.109.15) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] acinstruments.com(114.215.67.21) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] alu.ccmn.cn(150.158.110.192) | 80(HTTP),443(HTTPS)
[PORTS] adanxing.com(175.25.16.140) | 80(HTTP),443(HTTPS)
[PORTS] mjatm.com(106.14.42.43) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] amexpressnetwork.com(203.107.60.192) | 80(HTTP)
[PORTS] adidas.com.cn(101.227.22.181) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] moqiehome.com(120.76.54.69) | 80(HTTP),443(HTTPS)
[PORTS] ag.yueniuzq.com(59.110.190.218) | 80(HTTP),443(HTTPS)
[PORTS] agents.baidu.com(180.101.50.24) | 80(HTTP),443(HTTPS)
[PORTS] anzerclub.com(210.16.188.131) | 21(FTP),80(HTTP),3306(MySQL),8888(BT)
[PORTS] aigei.com(139.129.112.11) | 80(HTTP),443(HTTPS)
[PORTS] aigtek.com(39.97.185.236) | 80(HTTP),443(HTTPS),8888(BT)
[PORTS] aoerys.cn.china.cn(106.63.29.107) | 80(HTTP),443(HTTPS)
[PORTS] motor.xcar.com.cn(101.42.128.248) | 80(HTTP),443(HTTPS)
[PORTS] motuo.com.cn(39.106.39.138) | 21(FTP),22(SSH),80(HTTP)
[PORTS] ailete.com(39.105.215.203) | 80(HTTP),443(HTTPS)
[PORTS] aokechina.cn(103.45.248.151) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] aimgrind.cn(112.126.92.167) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] aotozy.com(121.196.209.238) | 80(HTTP),443(HTTPS)
[PORTS] movie.douban.com(81.70.124.99) | 80(HTTP),443(HTTPS)
[PORTS] api.pacdora.cn(47.97.49.22) | 80(HTTP),443(HTTPS)
[PORTS] muscledb.cn(124.223.31.99) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] aiqicha.baidu.com(112.34.111.96) | 80(HTTP),443(HTTPS)
[PORTS] myapp.com(124.223.144.57) | 80(HTTP),443(HTTPS)
[PORTS] alekvs.com(104.21.74.225) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] app.mail.163.com(103.129.252.49) | 80(HTTP),443(HTTPS)
[PORTS] alu.ccmn.cn(150.158.110.192) | 80(HTTP),443(HTTPS)
[PORTS] mymova.com(47.104.199.70) | 80(HTTP),443(HTTPS)
[PORTS] as-cn.airtac.com(47.56.203.226) | 80(HTTP),443(HTTPS)
[PORTS] mysteel.com(101.52.212.249) | 80(HTTP),443(HTTPS)
[PORTS] amexpressnetwork.com(203.107.60.192) | 80(HTTP)
[PORTS] ask.csdn.net(117.149.203.8) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] anzerclub.com(210.16.188.131) | 21(FTP),80(HTTP),3306(MySQL),8888(BT)
[PORTS] atlascopco.com.cn(42.236.124.70) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] autohome.com.cn(124.250.78.6) | 80(HTTP),443(HTTPS)
[PORTS] nanfang-pump.com(139.196.76.147) | 80(HTTP),443(HTTPS)
[PORTS] aoerys.cn.china.cn(106.63.29.9) | 80(HTTP),443(HTTPS)
[PORTS] aokechina.cn(103.45.248.151) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] nbdeli.com(203.107.60.192) | 80(HTTP)
[PORTS] aotozy.com(121.196.209.238) | 80(HTTP),443(HTTPS)
[PORTS] api.pacdora.cn(47.97.49.22) | 80(HTTP),443(HTTPS)
[PORTS] nbk1560-chn.com.cn(71.132.9.78) | 80(HTTP),443(HTTPS)
[PORTS] b2b.11467.com(183.36.30.80) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] ncac.gov.cn(202.173.11.233) | 80(HTTP),443(HTTPS)
[PORTS] app.mail.163.com(103.129.252.49) | 80(HTTP),443(HTTPS)
[PORTS] net.arsn.cn(104.21.28.16) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] net.netart.cn(43.174.247.33) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] b2b.baidu.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] netbian.com(43.169.24.222) | 80(HTTP),443(HTTPS),6379(Redis),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] news.cctv.com(153.43.128.22) | 80(HTTP),443(HTTPS),3306(MySQL),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] as-cn.airtac.com(47.56.203.226) | 80(HTTP),443(HTTPS)
[PORTS] b2b.huangye88.com(115.190.181.30) | 80(HTTP),443(HTTPS)
[PORTS] ask.csdn.net(220.185.184.55) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] news.cnpc.com.cn(210.12.194.196) | 443(HTTPS)
[PORTS] atlascopco.com.cn(42.236.124.70) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] b2bwiki.aipage.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] autohome.com.cn(116.181.15.207) | 80(HTTP),443(HTTPS)
[PORTS] baiao.com(1.194.31.50) | 80(HTTP),443(HTTPS)
[PORTS] baihuituliao.com(211.149.229.251) | 80(HTTP),443(HTTPS)
[PORTS] news.cnr.cn(153.43.128.22) | 80(HTTP),443(HTTPS),3306(MySQL),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] baiinfo.com(117.122.241.232) | 80(HTTP),443(HTTPS)
[PORTS] news.fjsen.com(153.43.128.22) | 80(HTTP),443(HTTPS),3306(MySQL),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] b2b.11467.com(183.36.30.80) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] news.qq.com(129.226.107.132) | 80(HTTP),443(HTTPS)
[PORTS] b2b.baidu.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] baijiahao.baidu.com(182.61.200.130) | 80(HTTP),443(HTTPS)
[PORTS] news.sohu.com(43.152.25.127) | 80(HTTP),443(HTTPS),8080(HTTP8080)
[PORTS] news.yongzhou.gov.cn(106.120.187.154) | 80(HTTP),443(HTTPS),8888(BT),8443(HTTPS8443)
[PORTS] baike.baidu.com(180.76.11.185) | 80(HTTP),443(HTTPS)
[PORTS] b2b.huangye88.com(115.190.181.30) | 80(HTTP),443(HTTPS)
[PORTS] baike.shuidi.cn(81.69.250.26) | 80(HTTP),443(HTTPS)
[PORTS] b2bwiki.aipage.com(182.61.200.188) | 80(HTTP),443(HTTPS)
[PORTS] bank-139.com(47.96.67.76) | 80(HTTP),443(HTTPS)
[PORTS] banksteel.com(153.43.128.35) | 80(HTTP),443(HTTPS),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] baiao.com(222.192.187.29) | 80(HTTP),443(HTTPS)
[PORTS] baihuituliao.com(211.149.229.251) | 80(HTTP),443(HTTPS)
[PORTS] baojia.steelcn.cn(39.105.172.174) | 80(HTTP)
[PORTS] baiinfo.com(117.122.241.232) | 80(HTTP),443(HTTPS)
[PORTS] newzealandvscenter.com(166.88.26.149) | 80(HTTP),443(HTTPS)
[PORTS] nfzmy.com(155.102.181.143) | 80(HTTP),443(HTTPS)
[PORTS] baijiahao.baidu.com(180.101.212.131) | 80(HTTP),443(HTTPS)
[PORTS] ngctransmission.com(114.215.196.63) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] baike.baidu.com(180.76.11.185) | 80(HTTP),443(HTTPS)
[PORTS] nhcsw.com(122.188.57.54) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] baoxiaohe.com(120.27.209.144) | 80(HTTP),443(HTTPS)
[PORTS] baike.shuidi.cn(81.69.250.26) | 80(HTTP),443(HTTPS)
[PORTS] bank-139.com(47.96.67.76) | 80(HTTP),443(HTTPS)
[PORTS] banksteel.com(153.43.128.42) | 80(HTTP),443(HTTPS),8080(HTTP8080),8888(BT),8443(HTTPS8443)
[PORTS] nidec-group.cn(101.132.248.167) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] bbs.12365auto.com(203.107.46.96) | 80(HTTP),443(HTTPS)
[PORTS] bd682bc7d22322eb.com(103.156.25.90) | 80(HTTP),443(HTTPS),8443(HTTPS8443)
[PORTS] beidoou.com(207.148.6.209) | 21(FTP),22(SSH),80(HTTP),443(HTTPS)
[PORTS] nlbgt.com(47.242.144.25) | 22(SSH),80(HTTP),443(HTTPS),8888(BT)
[PORTS] baojia.steelcn.cn(39.105.172.174) | 80(HTTP)
[PORTS] nmc.cn(106.120.82.180) | 22(SSH),80(HTTP),443(HTTPS)
[PORTS] nnlzhs.com(211.149.255.78) | 80(HTTP),443(HTTPS)
[PORTS] beidouchong.com(47.107.34.144) | 80(HTTP)
[PORTS] nntzgz.com(116.255.180.231) | 21(FTP),80(HTTP),443(HTTPS),3306(MySQL),8888(BT)
[PORTS] beijingxiantour.com(167.88.176.227) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] noborubber.net(182.92.131.43) | 21(FTP),80(HTTP),443(HTTPS)
[PORTS] big5.www.gov.cn(156.238.128.3) | 80(HTTP),443(HTTPS),8080(HTTP8080),8443(HTTPS8443)
[PORTS] nok-freudenberg.com(140.207.188.224) | 80(HTTP)
[PORTS] bilibili.com(119.3.70.188) | 80(HTTP),443(HTTPS)
